ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
466182.0,Male,Yes,49.0,No,Doctor,6.0,Low,2.0,Cat_4,C
465268.0,Female,No,27.0,Yes,Executive,9.0,High,5.0,Cat_4,C
462687.0,Male,No,20.0,No,Artist,0.0,Low,,Cat_6,D
460701.0,Female,Yes,53.0,No,Healthcare,11.0,Low,2.0,Cat_6,D
461276.0,Male,No,48.0,No,Healthcare,0.0,High,2.0,Cat_6,D
467912.0,Male,Yes,30.0,Yes,Healthcare,5.0,Low,4.0,Cat_6,D
464044.0,Female,Yes,47.0,No,Artist,1.0,Average,2.0,Cat_6,C
459418.0,Female,Yes,19.0,No,Entertainment,0.0,High,3.0,Cat_6,C
465716.0,Female,Yes,48.0,No,Engineer,2.0,High,2.0,Cat_3,B
462349.0,Male,Yes,43.0,No,Artist,9.0,Low,3.0,Cat_6,C
460761.0,Female,No,50.0,No,Entertainment,,Average,2.0,Cat_4,C
459088.0,Female,Yes,29.0,No,Doctor,1.0,Low,1.0,Cat_2,B
463614.0,Female,Yes,49.0,No,Engineer,0.0,Low,1.0,Cat_3,C
466768.0,Male,Yes,45.0,No,Homemaker,1.0,Low,3.0,Cat_6,C
463735.0,Female,Yes,84.0,Yes,Artist,,Low,1.0,Cat_6,C
466065.0,Male,,26.0,No,Marketing,1.0,Average,,Cat_6,A
467872.0,Male,No,33.0,Yes,Doctor,0.0,Average,3.0,Cat_6,D
464069.0,Male,Yes,28.0,Yes,Lawyer,9.0,Low,2.0,Cat_7,B
460876.0,Male,Yes,79.0,No,Healthcare,6.0,Average,2.0,Cat_6,A
461649.0,Male,No,45.0,No,Artist,11.0,Low,4.0,Cat_4,B
465918.0,Female,Yes,40.0,Yes,Artist,,Low,3.0,Cat_3,C
465487.0,Male,Yes,46.0,No,Artist,2.0,Average,3.0,Cat_6,C
466841.0,Female,Yes,35.0,Yes,Artist,5.0,Low,2.0,Cat_6,A
461991.0,Female,Yes,47.0,Yes,Doctor,1.0,High,1.0,Cat_6,A
465988.0,Female,Yes,53.0,Yes,Entertainment,0.0,Average,2.0,Cat_4,C
460982.0,Male,Yes,53.0,No,Healthcare,,Low,1.0,Cat_6,B
463818.0,Male,Yes,36.0,No,Artist,0.0,Low,,Cat_2,C
464347.0,Male,Yes,45.0,Yes,Artist,1.0,High,5.0,Cat_3,C
462489.0,Female,Yes,43.0,Yes,Artist,4.0,Low,2.0,Cat_6,A
466831.0,Male,No,56.0,No,,7.0,Low,1.0,Cat_6,A
459609.0,Female,Yes,32.0,Yes,Artist,7.0,Low,2.0,Cat_6,B
463905.0,Female,Yes,40.0,No,Entertainment,9.0,Low,4.0,Cat_6,C
463218.0,Female,Yes,21.0,Yes,Executive,9.0,High,2.0,Cat_4,C
465774.0,Female,No,20.0,Yes,Lawyer,3.0,High,4.0,Cat_6,B
466980.0,Male,No,31.0,Yes,Artist,1.0,Low,2.0,Cat_6,D
459085.0,Male,Yes,56.0,Yes,Lawyer,1.0,Average,3.0,Cat_6,A
467813.0,Female,Yes,47.0,Yes,Engineer,,High,3.0,Cat_2,D
463436.0,Female,No,45.0,No,Executive,0.0,Low,,Cat_6,A
462791.0,Male,Yes,62.0,No,Artist,1.0,Low,1.0,Cat_6,D
465212.0,Female,Yes,59.0,Yes,Doctor,8.0,Low,1.0,Cat_6,C
462650.0,Female,No,71.0,No,Healthcare,0.0,Low,4.0,Cat_4,B
460318.0,Female,Yes,68.0,Yes,Doctor,0.0,Average,1.0,Cat_6,A
464088.0,Female,No,59.0,No,Artist,13.0,High,5.0,Cat_6,D
461817.0,Female,Yes,59.0,Yes,Artist,0.0,Average,4.0,Cat_4,D
459381.0,Male,No,31.0,Yes,Artist,1.0,Average,2.0,Cat_6,D
462304.0,Male,No,48.0,No,Artist,1.0,Low,4.0,Cat_5,C
462930.0,Female,Yes,40.0,No,Healthcare,1.0,Low,1.0,Cat_4,C
460777.0,Male,Yes,48.0,No,Homemaker,0.0,Average,2.0,Cat_4,A
460483.0,Male,Yes,65.0,Yes,Healthcare,7.0,Low,5.0,Cat_3,B
467527.0,Male,Yes,82.0,Yes,Artist,0.0,Low,4.0,Cat_4,A
461601.0,Female,No,35.0,Yes,Artist,9.0,Low,2.0,Cat_2,C
461253.0,Male,Yes,47.0,Yes,Homemaker,,Low,3.0,Cat_6,A
462818.0,Male,,28.0,Yes,Doctor,0.0,Low,2.0,Cat_1,B
459141.0,Male,No,26.0,Yes,Artist,1.0,Average,4.0,Cat_6,D
462659.0,Male,Yes,20.0,Yes,Healthcare,0.0,Low,6.0,Cat_2,B
463621.0,Male,No,40.0,Yes,Engineer,0.0,Low,1.0,Cat_6,B
462027.0,Male,No,43.0,Yes,Lawyer,1.0,Average,7.0,Cat_6,D
458984.0,Female,Yes,52.0,Yes,Artist,9.0,Average,3.0,Cat_4,D
459369.0,Male,Yes,41.0,Yes,Lawyer,5.0,Low,2.0,Cat_6,A
465984.0,Male,Yes,66.0,Yes,Executive,0.0,Low,4.0,Cat_3,B
460979.0,Female,Yes,50.0,Yes,Artist,1.0,Low,2.0,Cat_2,A
467019.0,Female,Yes,56.0,Yes,Lawyer,0.0,High,4.0,Cat_6,D
467115.0,Male,Yes,42.0,No,Lawyer,1.0,Average,1.0,Cat_6,B
459818.0,Male,Yes,27.0,Yes,Entertainment,,Low,2.0,Cat_6,D
462109.0,Male,No,51.0,Yes,Lawyer,1.0,Low,1.0,Cat_6,D
465628.0,Female,Yes,25.0,Yes,Homemaker,13.0,Low,3.0,Cat_6,C
462595.0,Male,No,36.0,Yes,Healthcare,6.0,Low,5.0,Cat_6,A
463225.0,Male,No,30.0,No,Engineer,3.0,Low,3.0,Cat_7,C
466275.0,Female,Yes,41.0,No,Artist,1.0,Low,4.0,Cat_6,B
461079.0,Female,Yes,20.0,No,Artist,1.0,Average,2.0,Cat_6,A
460772.0,Male,Yes,36.0,Yes,Entertainment,0.0,Low,1.0,Cat_1,A
467316.0,Female,Yes,37.0,Yes,Doctor,1.0,High,2.0,Cat_6,B
466395.0,Female,Yes,68.0,Yes,Engineer,9.0,Low,3.0,Cat_6,D
460412.0,Male,Yes,68.0,Yes,Executive,0.0,Low,2.0,Cat_6,B
466526.0,Male,Yes,50.0,Yes,Doctor,0.0,High,4.0,Cat_4,B
466486.0,Male,Yes,30.0,Yes,Entertainment,10.0,Low,1.0,Cat_6,A
461259.0,Female,Yes,42.0,Yes,Entertainment,9.0,High,2.0,Cat_5,A
459346.0,Female,Yes,37.0,Yes,Lawyer,1.0,Average,3.0,Cat_6,B
464443.0,Male,No,29.0,Yes,Entertainment,0.0,High,7.0,Cat_4,D
461861.0,Female,Yes,25.0,Yes,Healthcare,1.0,Low,2.0,Cat_6,A
466872.0,Female,Yes,55.0,Yes,Artist,9.0,High,2.0,Cat_6,C
463474.0,Male,No,27.0,Yes,Healthcare,11.0,Low,3.0,Cat_3,A
467502.0,Male,No,20.0,No,Doctor,1.0,High,4.0,Cat_6,D
460085.0,Female,Yes,52.0,No,Executive,2.0,Low,3.0,Cat_6,C
463927.0,Male,Yes,41.0,Yes,Healthcare,0.0,Low,2.0,Cat_2,B
462866.0,Female,No,48.0,Yes,Artist,1.0,Low,1.0,Cat_4,A
460164.0,Female,No,58.0,No,Artist,13.0,Low,3.0,Cat_6,A
462798.0,Male,Yes,21.0,Yes,Artist,0.0,Low,2.0,Cat_3,A
464649.0,Female,Yes,47.0,Yes,Engineer,0.0,Average,3.0,Cat_6,D
460918.0,Male,No,29.0,Yes,Healthcare,,Low,1.0,Cat_3,C
459068.0,Male,No,43.0,No,Artist,,Low,2.0,Cat_6,A
463930.0,Male,No,62.0,No,Healthcare,8.0,Average,,Cat_2,D
465080.0,Male,No,50.0,Yes,Lawyer,1.0,Average,3.0,Cat_2,C
461100.0,Male,Yes,18.0,Yes,Artist,3.0,Low,4.0,Cat_3,D
465406.0,Male,Yes,62.0,Yes,Marketing,3.0,Low,2.0,Cat_3,C
466196.0,Male,Yes,36.0,No,Executive,0.0,Average,1.0,Cat_6,C
459784.0,Male,Yes,53.0,No,Healthcare,2.0,High,5.0,Cat_6,C
466052.0,Female,No,39.0,Yes,Artist,0.0,High,3.0,Cat_6,A
464981.0,Female,Yes,40.0,No,Artist,1.0,Average,3.0,Cat_6,C
464632.0,Female,No,38.0,Yes,Healthcare,8.0,Low,1.0,Cat_6,C
467916.0,Female,No,61.0,No,Artist,0.0,Average,5.0,Cat_6,C
459053.0,Male,Yes,59.0,Yes,,3.0,Low,5.0,Cat_6,B
463770.0,Male,No,31.0,No,Engineer,0.0,Low,5.0,Cat_6,D
462479.0,Male,Yes,81.0,Yes,Artist,6.0,Average,2.0,Cat_3,A
460425.0,Male,Yes,53.0,Yes,Artist,1.0,High,2.0,Cat_6,A
465625.0,Male,Yes,27.0,Yes,Homemaker,0.0,Average,3.0,Cat_6,C
464631.0,Female,No,22.0,No,Doctor,1.0,Average,2.0,Cat_6,A
466210.0,Female,Yes,26.0,No,Artist,0.0,Low,4.0,Cat_6,B
462329.0,Female,Yes,33.0,No,Artist,1.0,Low,3.0,Cat_6,B
462455.0,Male,Yes,65.0,Yes,Entertainment,1.0,Low,4.0,Cat_3,D
465881.0,Female,No,28.0,Yes,Healthcare,0.0,Low,2.0,Cat_6,C
465318.0,Male,Yes,42.0,No,Engineer,1.0,Low,4.0,Cat_4,A
463393.0,Male,No,52.0,Yes,Healthcare,3.0,High,3.0,Cat_6,B
462781.0,Male,Yes,22.0,Yes,Lawyer,0.0,Low,4.0,Cat_6,C
464343.0,Male,Yes,37.0,Yes,Healthcare,0.0,Low,3.0,Cat_6,B
460114.0,Female,Yes,77.0,Yes,Entertainment,9.0,Low,4.0,Cat_7,A
460052.0,Male,Yes,56.0,Yes,Executive,,Low,3.0,Cat_6,C
461248.0,Female,No,18.0,Yes,Entertainment,1.0,Low,3.0,Cat_6,B
463646.0,Male,No,57.0,No,Doctor,0.0,High,1.0,Cat_6,A
462939.0,Male,Yes,50.0,Yes,Executive,1.0,Average,6.0,Cat_4,D
459022.0,Female,Yes,70.0,Yes,Entertainment,0.0,Low,2.0,Cat_4,D
467369.0,Male,Yes,62.0,Yes,Healthcare,2.0,Low,3.0,Cat_6,C
467687.0,Female,Yes,66.0,Yes,Artist,1.0,Low,6.0,Cat_6,C
464647.0,Female,Yes,53.0,Yes,Artist,1.0,Low,4.0,Cat_6,A
466237.0,Female,No,50.0,Yes,Healthcare,1.0,Low,4.0,Cat_6,B
466216.0,Male,No,29.0,Yes,Healthcare,1.0,Average,2.0,Cat_6,A
466573.0,Female,No,35.0,No,Engineer,0.0,Low,7.0,Cat_6,B
462119.0,Male,No,49.0,Yes,Healthcare,,Low,1.0,Cat_6,A
463114.0,Female,Yes,40.0,No,Engineer,1.0,Low,3.0,Cat_6,A
462156.0,Female,Yes,46.0,Yes,Entertainment,1.0,Low,7.0,Cat_6,B
459827.0,Female,Yes,30.0,No,Entertainment,1.0,Low,3.0,Cat_4,A
462391.0,Female,Yes,23.0,Yes,Artist,4.0,Low,3.0,Cat_4,D
467504.0,Male,Yes,26.0,Yes,Entertainment,0.0,Low,1.0,Cat_2,B
466242.0,Male,No,43.0,Yes,Artist,5.0,Average,2.0,Cat_3,C
463711.0,Male,Yes,66.0,No,Artist,1.0,Average,,Cat_2,D
459615.0,Female,Yes,48.0,Yes,Engineer,8.0,Low,5.0,Cat_6,A
467612.0,Female,Yes,56.0,No,Doctor,0.0,Average,3.0,Cat_6,D
466656.0,Female,No,30.0,No,Engineer,1.0,Average,3.0,Cat_6,C
465044.0,Male,Yes,72.0,Yes,Doctor,0.0,Low,2.0,Cat_7,D
467140.0,Female,Yes,39.0,Yes,Artist,1.0,Low,2.0,Cat_6,A
463390.0,Male,Yes,69.0,Yes,Entertainment,8.0,Average,5.0,Cat_6,A
463592.0,Female,Yes,29.0,No,Lawyer,8.0,Low,1.0,Cat_6,C
463224.0,Male,No,68.0,Yes,Lawyer,1.0,Average,3.0,Cat_6,B
466165.0,Male,No,33.0,No,Engineer,1.0,High,4.0,Cat_6,B
464495.0,Female,Yes,26.0,No,Artist,8.0,Average,2.0,Cat_3,C
462591.0,Female,Yes,28.0,Yes,Doctor,0.0,Low,2.0,Cat_6,D
463073.0,Female,Yes,83.0,No,Artist,0.0,Average,2.0,Cat_4,B
460898.0,Male,No,41.0,No,Doctor,0.0,Average,2.0,Cat_6,D
465852.0,Male,No,19.0,Yes,Healthcare,0.0,Low,1.0,Cat_3,A
466307.0,Male,No,49.0,Yes,Doctor,1.0,Low,3.0,Cat_1,C
463344.0,Male,Yes,31.0,Yes,Entertainment,,Average,4.0,Cat_6,C
460962.0,Male,No,29.0,No,Executive,0.0,Low,2.0,Cat_6,D
462013.0,Female,Yes,23.0,No,Artist,5.0,Low,5.0,Cat_6,C
463792.0,Male,Yes,72.0,Yes,Entertainment,8.0,Average,5.0,Cat_4,D
460918.0,Female,Yes,49.0,Yes,Doctor,1.0,High,1.0,Cat_6,B
462691.0,Male,No,45.0,Yes,Artist,5.0,Low,4.0,Cat_6,D
465227.0,Male,No,87.0,No,Healthcare,9.0,High,5.0,Cat_6,C
467077.0,Female,Yes,56.0,Yes,Homemaker,1.0,Low,2.0,Cat_6,D
465622.0,Female,No,37.0,Yes,Artist,2.0,Low,2.0,Cat_6,C
465764.0,Female,Yes,21.0,Yes,Marketing,10.0,Average,5.0,Cat_4,B
463357.0,Male,No,69.0,Yes,Lawyer,0.0,Low,,Cat_6,A
467249.0,Female,No,47.0,No,Artist,0.0,Low,2.0,Cat_6,C
462080.0,Female,No,19.0,Yes,Homemaker,8.0,Average,3.0,Cat_3,A
459580.0,Female,Yes,21.0,No,Lawyer,0.0,Average,5.0,Cat_6,D
462578.0,Male,Yes,70.0,Yes,Entertainment,,Average,2.0,Cat_6,B
463292.0,Male,No,38.0,Yes,Artist,8.0,Average,3.0,Cat_4,B
467879.0,Male,Yes,26.0,No,Doctor,1.0,Low,1.0,Cat_6,A
462132.0,Male,Yes,58.0,Yes,Engineer,0.0,Average,8.0,Cat_6,A
463223.0,Male,No,28.0,Yes,Doctor,,Low,3.0,Cat_1,A
460659.0,Female,Yes,62.0,Yes,Healthcare,1.0,Average,4.0,Cat_6,A
465137.0,Male,No,25.0,Yes,Lawyer,1.0,Low,4.0,Cat_6,C
463427.0,Female,Yes,21.0,No,Executive,9.0,Low,4.0,Cat_6,C
461830.0,Female,No,23.0,Yes,Artist,3.0,High,1.0,Cat_4,C
460982.0,Male,No,57.0,Yes,Artist,4.0,Low,1.0,Cat_3,D
463991.0,Female,Yes,32.0,Yes,Lawyer,,Low,1.0,Cat_3,C
466153.0,Male,Yes,45.0,No,Doctor,,Low,1.0,Cat_6,C
464601.0,Female,Yes,25.0,No,Entertainment,1.0,Low,1.0,Cat_6,C
462029.0,Female,Yes,69.0,Yes,Healthcare,6.0,High,2.0,Cat_4,C
462350.0,Male,No,46.0,No,,1.0,Low,5.0,Cat_6,D
460659.0,Male,Yes,22.0,Yes,Doctor,9.0,Low,4.0,Cat_1,D
463359.0,Female,No,41.0,Yes,Artist,0.0,Low,4.0,Cat_6,C
462920.0,Female,Yes,53.0,Yes,Lawyer,0.0,Low,1.0,,C
459680.0,Male,Yes,70.0,Yes,Lawyer,0.0,High,3.0,Cat_4,C
463594.0,Male,,82.0,Yes,Lawyer,0.0,Low,4.0,Cat_6,A
466503.0,Male,No,28.0,No,Artist,1.0,High,4.0,Cat_6,C
459007.0,Male,No,45.0,No,Healthcare,0.0,Average,7.0,Cat_2,D
463752.0,Female,No,79.0,No,Entertainment,8.0,Average,2.0,Cat_6,B
464218.0,Male,No,37.0,Yes,Entertainment,0.0,Low,,Cat_4,A
461175.0,Male,No,42.0,Yes,Homemaker,1.0,Low,1.0,Cat_5,D
460043.0,Female,No,26.0,Yes,Artist,0.0,High,4.0,Cat_6,A
466275.0,Male,Yes,36.0,Yes,Healthcare,1.0,Low,5.0,,C
465874.0,Female,No,52.0,Yes,Marketing,3.0,High,2.0,Cat_6,C
461416.0,Male,Yes,85.0,No,Artist,,Average,1.0,Cat_2,A
465755.0,Female,No,37.0,No,Healthcare,0.0,Low,4.0,Cat_6,A
467073.0,Female,No,68.0,No,Engineer,4.0,Average,2.0,Cat_6,B
466420.0,Male,No,50.0,Yes,Artist,2.0,Low,1.0,Cat_6,A
463288.0,Female,Yes,32.0,Yes,Artist,9.0,Average,3.0,Cat_4,A
467850.0,Male,No,63.0,Yes,Healthcare,1.0,Low,5.0,Cat_6,D
460525.0,Male,Yes,69.0,No,Healthcare,0.0,Low,2.0,Cat_6,A
463859.0,Male,Yes,38.0,Yes,Artist,1.0,Average,4.0,Cat_6,B
464212.0,Male,Yes,41.0,No,Artist,9.0,Low,2.0,Cat_6,C
460325.0,Female,Yes,20.0,No,Doctor,,Low,2.0,Cat_6,C
463064.0,Female,No,30.0,Yes,Healthcare,1.0,Low,1.0,Cat_6,A
464252.0,Male,Yes,70.0,Yes,Artist,0.0,High,3.0,Cat_6,D
462139.0,Female,Yes,26.0,Yes,Doctor,3.0,High,4.0,Cat_6,C
462278.0,Male,No,42.0,Yes,Entertainment,1.0,High,4.0,Cat_2,C
463591.0,Male,No,37.0,Yes,Doctor,0.0,Low,4.0,Cat_6,A
466869.0,Female,Yes,72.0,Yes,Entertainment,7.0,Low,3.0,Cat_6,B
459125.0,Male,Yes,47.0,Yes,Entertainment,9.0,Average,4.0,Cat_6,D
461544.0,Female,No,49.0,Yes,Artist,8.0,Average,2.0,Cat_6,B
465318.0,Female,Yes,35.0,Yes,Doctor,1.0,Low,4.0,Cat_1,D
461277.0,Female,No,65.0,Yes,Healthcare,7.0,Low,3.0,Cat_6,D
459635.0,Female,Yes,76.0,No,Artist,0.0,Low,1.0,Cat_6,A
462337.0,Male,Yes,32.0,Yes,Homemaker,0.0,Low,4.0,Cat_6,A
462866.0,Male,No,18.0,No,Artist,3.0,Low,2.0,Cat_3,C
467946.0,Female,No,35.0,Yes,Healthcare,,High,1.0,Cat_6,C
464726.0,Male,Yes,30.0,Yes,Healthcare,0.0,Low,1.0,Cat_3,B
465027.0,Female,Yes,49.0,Yes,Artist,,Average,2.0,Cat_6,B
461497.0,Female,No,58.0,No,Entertainment,1.0,Average,2.0,Cat_2,B
459355.0,Female,Yes,35.0,Yes,Artist,0.0,Low,1.0,Cat_3,B
464231.0,Male,No,37.0,Yes,Entertainment,9.0,Low,2.0,Cat_6,A
459384.0,Male,No,45.0,Yes,Entertainment,13.0,Low,3.0,Cat_6,B
460284.0,Male,Yes,32.0,Yes,Executive,8.0,Average,4.0,Cat_6,D
466613.0,Male,Yes,38.0,No,Artist,8.0,Low,1.0,Cat_3,A
467126.0,Male,Yes,22.0,Yes,Doctor,4.0,Low,2.0,Cat_6,D
467790.0,Female,Yes,60.0,Yes,Artist,0.0,High,,Cat_6,D
464101.0,Male,Yes,43.0,No,Lawyer,0.0,Low,1.0,Cat_6,A
462092.0,Female,Yes,63.0,Yes,Executive,1.0,Average,2.0,Cat_6,C
465394.0,Male,Yes,47.0,No,Artist,5.0,Low,4.0,Cat_6,D
460171.0,Female,No,48.0,No,Artist,,Average,4.0,Cat_4,D
466186.0,Female,No,39.0,Yes,Artist,0.0,Low,4.0,Cat_6,A
463509.0,Male,Yes,25.0,No,Artist,3.0,Average,2.0,Cat_6,C
462044.0,Female,No,52.0,Yes,Artist,0.0,High,4.0,Cat_6,A
466038.0,Male,No,29.0,No,Artist,0.0,Low,4.0,Cat_6,A
462795.0,Male,Yes,35.0,Yes,Artist,9.0,Low,3.0,Cat_4,D
462635.0,Female,Yes,30.0,Yes,Artist,0.0,Low,4.0,Cat_1,D
464670.0,Female,Yes,52.0,Yes,Doctor,4.0,Low,2.0,Cat_3,D
460424.0,Female,No,35.0,No,Artist,0.0,Low,1.0,Cat_6,A
465151.0,Female,No,40.0,Yes,Artist,2.0,High,3.0,Cat_6,C
460029.0,Female,Yes,53.0,Yes,,8.0,High,1.0,Cat_2,A
462576.0,Female,Yes,35.0,No,Marketing,0.0,Average,4.0,Cat_6,D
461430.0,Female,No,22.0,Yes,Lawyer,0.0,Low,2.0,Cat_6,B
465784.0,Male,Yes,30.0,Yes,Healthcare,0.0,Average,4.0,Cat_6,C
461291.0,Male,Yes,72.0,No,Artist,4.0,Low,1.0,Cat_3,A
460761.0,Male,Yes,40.0,Yes,Executive,5.0,Average,2.0,Cat_4,A
462371.0,Male,Yes,59.0,Yes,Healthcare,1.0,Low,1.0,Cat_6,B
460345.0,Male,No,56.0,Yes,Artist,1.0,Low,2.0,Cat_6,B
467485.0,Female,Yes,28.0,No,Entertainment,5.0,Low,1.0,Cat_6,C
466064.0,Male,Yes,59.0,No,Doctor,0.0,Low,4.0,Cat_6,A
462996.0,Female,No,25.0,No,Lawyer,9.0,Low,3.0,Cat_2,C
461331.0,Male,No,27.0,Yes,Artist,0.0,Average,4.0,Cat_6,C
462165.0,Male,Yes,18.0,No,Executive,,Low,2.0,Cat_4,A
465129.0,Female,Yes,29.0,Yes,Healthcare,1.0,Low,4.0,Cat_6,C
462483.0,Female,No,47.0,Yes,Executive,1.0,Low,1.0,Cat_6,D
463929.0,Male,Yes,31.0,No,Executive,,Low,1.0,Cat_4,A
461755.0,Male,No,61.0,Yes,Healthcare,9.0,High,4.0,Cat_6,D
463526.0,Male,No,48.0,No,Artist,,Low,3.0,Cat_6,A
460180.0,Male,No,21.0,Yes,Doctor,0.0,Low,1.0,Cat_6,A
459796.0,Male,No,62.0,Yes,Artist,0.0,High,3.0,Cat_6,B
463756.0,Male,Yes,39.0,No,Artist,0.0,Average,2.0,Cat_6,B
461041.0,Female,No,53.0,Yes,Executive,0.0,Low,4.0,Cat_4,C
464658.0,Male,Yes,37.0,Yes,Lawyer,,Low,2.0,Cat_3,D
464748.0,Male,No,31.0,No,Artist,7.0,Low,4.0,Cat_6,C
460544.0,Male,Yes,43.0,Yes,Engineer,0.0,Average,4.0,Cat_3,D
460743.0,Male,Yes,61.0,No,Artist,1.0,Low,4.0,Cat_6,D
465374.0,Female,Yes,31.0,Yes,Healthcare,1.0,Low,2.0,Cat_6,D
462308.0,Female,No,26.0,Yes,Healthcare,0.0,Low,4.0,Cat_6,A
464706.0,Female,No,32.0,No,Healthcare,,Low,,Cat_6,B
461196.0,Female,Yes,62.0,Yes,Artist,0.0,Average,,Cat_6,B
460801.0,Male,No,50.0,No,Artist,8.0,Average,6.0,Cat_6,D
464216.0,Male,No,47.0,Yes,Doctor,0.0,Average,1.0,Cat_6,A
462513.0,Female,Yes,49.0,Yes,Artist,14.0,Low,2.0,Cat_7,C
466226.0,Male,No,61.0,No,Entertainment,1.0,Average,2.0,Cat_3,A
462291.0,Female,Yes,31.0,Yes,Artist,0.0,Low,3.0,Cat_6,C
460083.0,Male,No,39.0,Yes,Artist,9.0,Average,1.0,Cat_6,A
462350.0,Female,Yes,41.0,Yes,Doctor,3.0,High,5.0,Cat_2,B
466112.0,Male,Yes,43.0,Yes,Doctor,0.0,Low,1.0,Cat_6,C
466196.0,Male,Yes,43.0,No,Artist,,Low,2.0,Cat_3,A
466437.0,Female,Yes,68.0,No,Artist,1.0,High,4.0,Cat_6,D
463816.0,Male,No,36.0,Yes,Artist,0.0,High,2.0,Cat_6,D
459824.0,Male,Yes,83.0,Yes,Healthcare,8.0,Low,2.0,Cat_3,C
465637.0,Male,No,23.0,Yes,Executive,9.0,High,1.0,Cat_6,C
461980.0,Male,Yes,41.0,Yes,Engineer,0.0,High,2.0,Cat_6,A
460862.0,Male,No,47.0,Yes,Artist,1.0,Low,,Cat_6,C
463739.0,Male,Yes,37.0,No,Entertainment,0.0,High,1.0,Cat_6,B
464848.0,Male,Yes,28.0,Yes,Entertainment,1.0,Low,2.0,Cat_4,B
465870.0,Female,Yes,36.0,Yes,Engineer,6.0,Average,4.0,Cat_2,C
459511.0,Male,Yes,36.0,No,Homemaker,,Average,3.0,Cat_6,A
462004.0,Male,Yes,20.0,Yes,Artist,9.0,Low,2.0,Cat_6,B
460765.0,Female,Yes,42.0,No,Engineer,,High,4.0,Cat_6,D
460456.0,Female,No,37.0,Yes,Artist,5.0,Low,1.0,Cat_6,D
462388.0,Female,No,50.0,Yes,Engineer,2.0,Average,2.0,Cat_3,B
464647.0,Male,Yes,65.0,Yes,Executive,0.0,Average,2.0,Cat_6,C
463726.0,Male,No,38.0,Yes,Entertainment,1.0,Average,1.0,Cat_6,A
460587.0,Male,Yes,48.0,Yes,Healthcare,1.0,High,2.0,Cat_6,B
463184.0,Female,No,29.0,Yes,Lawyer,1.0,Low,2.0,Cat_6,D
459274.0,Female,No,72.0,Yes,Artist,8.0,Average,4.0,Cat_6,D
461377.0,Male,No,30.0,Yes,Entertainment,2.0,Low,,Cat_6,D
465700.0,Female,Yes,46.0,Yes,Executive,8.0,Low,2.0,Cat_6,D
463304.0,Male,Yes,30.0,Yes,Executive,0.0,High,2.0,Cat_3,A
461301.0,Female,Yes,37.0,Yes,Executive,3.0,Average,,Cat_6,D
465653.0,Female,Yes,53.0,Yes,Artist,0.0,Low,2.0,Cat_6,B
465492.0,Male,No,36.0,Yes,Artist,11.0,Low,1.0,Cat_6,A
467025.0,Male,No,31.0,No,Artist,0.0,Low,1.0,Cat_6,C
463868.0,Male,No,47.0,No,Doctor,0.0,Low,2.0,Cat_6,D
467948.0,Female,No,28.0,Yes,Lawyer,1.0,Low,4.0,,B
462889.0,Female,No,69.0,No,,0.0,High,3.0,Cat_6,B
467010.0,Female,Yes,29.0,Yes,Entertainment,0.0,Average,1.0,Cat_6,C
464949.0,Female,,42.0,No,Entertainment,1.0,Low,1.0,Cat_6,D
465007.0,Male,No,40.0,Yes,Doctor,0.0,High,5.0,Cat_6,A
464617.0,Male,Yes,33.0,No,Executive,1.0,Low,3.0,Cat_7,A
465281.0,Male,Yes,21.0,Yes,Artist,1.0,Low,2.0,Cat_6,D
459593.0,Female,No,26.0,Yes,Entertainment,1.0,Average,3.0,Cat_6,B
467379.0,Female,Yes,29.0,Yes,Entertainment,1.0,Low,2.0,Cat_3,C
467378.0,Male,Yes,18.0,No,Artist,1.0,Low,4.0,Cat_6,D
466731.0,Female,No,46.0,Yes,Doctor,0.0,Low,2.0,Cat_6,D
459039.0,Female,No,73.0,No,Entertainment,12.0,Low,2.0,Cat_6,B
464349.0,Female,No,53.0,No,Artist,0.0,Average,4.0,Cat_6,A
465756.0,Female,Yes,43.0,Yes,Artist,1.0,Low,5.0,Cat_6,B
467887.0,Male,Yes,41.0,Yes,Doctor,1.0,Average,4.0,Cat_6,D
463747.0,Female,No,46.0,No,Marketing,1.0,Average,6.0,Cat_4,C
466505.0,Female,Yes,48.0,Yes,Engineer,0.0,Low,4.0,Cat_6,D
461615.0,Male,No,53.0,Yes,Healthcare,1.0,Low,1.0,Cat_6,B
466389.0,Female,No,57.0,No,Marketing,1.0,Average,2.0,Cat_6,C
460490.0,Male,Yes,48.0,Yes,Marketing,9.0,Low,2.0,Cat_6,C
466842.0,Female,Yes,20.0,No,,0.0,High,6.0,Cat_6,C
464023.0,Male,No,42.0,No,Engineer,,High,3.0,Cat_6,A
460576.0,Male,Yes,33.0,Yes,Marketing,1.0,Average,3.0,Cat_3,C
459904.0,Male,Yes,26.0,No,Homemaker,8.0,High,2.0,Cat_3,C
461469.0,Male,Yes,18.0,Yes,Lawyer,1.0,Average,3.0,Cat_3,C
461846.0,Female,No,27.0,Yes,Engineer,1.0,Average,2.0,Cat_6,B
464262.0,Male,Yes,27.0,No,Artist,5.0,Low,3.0,Cat_6,C
461892.0,Male,No,18.0,Yes,,7.0,Average,5.0,Cat_6,B
461005.0,Male,No,35.0,Yes,Healthcare,3.0,Average,3.0,Cat_3,A
